label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
YES,0.0,0.0,0.0,-0.220109,-0.078863,-0.109688,-0.389522,-0.264311,-0.18612,-0.522419,-0.445581,-0.260821,-0.646379,-0.577916,-0.333316,-0.197354,-0.629013,-0.073923,-0.210446,-0.804623,-0.167152,-0.207391,-0.760232,-0.248783,-0.192638,-0.697262,-0.299361,-0.038964,-0.680643,-0.073115,-0.012745,-0.926032,-0.139105,-0.016873,-0.932568,-0.19192,-0.015139,-0.910885,-0.228479,0.095082,-0.676493,-0.091188,0.133096,-0.917472,-0.144479,0.122067,-0.957869,-0.166547,0.109344,-0.977423,-0.1808,0.213419,-0.625068,-0.122403,0.245441,-0.821633,-0.149763,0.232376,-0.864798,-0.147853,0.207512,-0.890551,-0.147205
YES,0.0,0.0,0.0,-0.260404,0.037559,-0.169318,-0.489343,-0.141967,-0.256007,-0.634545,-0.325399,-0.319267,-0.79664,-0.480707,-0.366449,-0.279949,-0.510874,-0.229964,-0.167048,-0.332691,-0.324228,-0.133009,-0.169874,-0.357483,-0.127659,-0.133294,-0.378948,-0.094553,-0.567784,-0.206886,0.038419,-0.31856,-0.306904,0.055535,-0.157506,-0.332964,0.061308,-0.132065,-0.353669,0.074674,-0.533124,-0.194175,0.18868,-0.388442,-0.330923,0.192461,-0.22925,-0.338571,0.177502,-0.177653,-0.32776,0.220553,-0.459535,-0.191413,0.297634,-0.524573,-0.306446,0.338511,-0.512122,-0.315913,0.373913,-0.525031,-0.307038
YES,0.0,0.0,0.0,-0.261527,0.016162,-0.166561,-0.475721,-0.150315,-0.269266,-0.627874,-0.313979,-0.350176,-0.786785,-0.4571,-0.414764,-0.269329,-0.520302,-0.218661,-0.191415,-0.363323,-0.321129,-0.143929,-0.210222,-0.367479,-0.098621,-0.168301,-0.401044,-0.079277,-0.548048,-0.200908,0.019931,-0.326409,-0.301592,0.034498,-0.194347,-0.33848,0.062614,-0.201939,-0.368314,0.082766,-0.482447,-0.194969,0.174653,-0.31809,-0.316169,0.172249,-0.197351,-0.321969,0.175618,-0.213583,-0.318265,0.212368,-0.37152,-0.201809,0.300051,-0.366772,-0.301625,0.365464,-0.36718,-0.310865,0.438433,-0.433032,-0.308106
YES,0.0,0.0,0.0,-0.258197,0.018999,-0.154943,-0.478047,-0.149347,-0.253763,-0.62505,-0.333406,-0.33512,-0.776511,-0.484439,-0.402925,-0.279863,-0.561539,-0.188071,-0.18579,-0.436842,-0.281636,-0.156627,-0.277298,-0.334077,-0.140163,-0.233674,-0.372777,-0.081828,-0.634552,-0.17272,0.020282,-0.419328,-0.261695,0.023334,-0.252653,-0.298083,0.028154,-0.224637,-0.326405,0.093493,-0.61597,-0.168892,0.185572,-0.51319,-0.27214,0.196347,-0.395056,-0.279083,0.202009,-0.376617,-0.277877,0.238395,-0.560106,-0.177074,0.312797,-0.576233,-0.262308,0.33832,-0.506253,-0.261743,0.357033,-0.492753,-0.250833
YES,0.0,0.0,0.0,-0.15142,-0.05862,-0.087131,-0.270586,-0.195673,-0.14028,-0.351191,-0.3422,-0.186004,-0.42974,-0.455739,-0.231631,-0.173464,-0.439839,-0.096532,-0.203623,-0.648592,-0.155332,-0.21976,-0.78298,-0.201236,-0.233536,-0.899938,-0.235093,-0.079017,-0.47392,-0.090384,-0.080332,-0.70287,-0.137914,-0.089534,-0.850029,-0.173668,-0.100306,-0.974167,-0.202331,0.010237,-0.461193,-0.094068,0.011978,-0.671012,-0.134856,9.8e-05,-0.797335,-0.161589,-0.018116,-0.906367,-0.182247,0.096404,-0.414338,-0.106812,0.108396,-0.580085,-0.141795,0.097729,-0.676583,-0.159251,0.073144,-0.762206,-0.172286
YES,0.0,0.0,0.0,-0.158198,-0.060263,-0.056599,-0.271628,-0.205471,-0.085602,-0.335817,-0.348889,-0.111645,-0.399435,-0.456822,-0.137081,-0.187907,-0.473414,-0.03703,-0.220698,-0.671074,-0.076145,-0.233872,-0.791957,-0.113612,-0.241792,-0.902221,-0.143306,-0.106456,-0.503377,-0.039656,-0.12218,-0.719817,-0.070783,-0.13166,-0.85696,-0.103323,-0.138329,-0.98189,-0.129448,-0.028308,-0.485788,-0.05139,-0.039108,-0.687673,-0.081761,-0.049247,-0.81275,-0.110265,-0.059706,-0.92373,-0.131812,0.051032,-0.432918,-0.069553,0.042544,-0.592977,-0.098172,0.028623,-0.692197,-0.115342,0.015984,-0.783706,-0.127859
YES,0.0,0.0,0.0,-0.168584,-0.063151,-0.049497,-0.29406,-0.201203,-0.072635,-0.360779,-0.346282,-0.095512,-0.415134,-0.45374,-0.117593,-0.208865,-0.475546,-0.018728,-0.25322,-0.672543,-0.056155,-0.269858,-0.787425,-0.094729,-0.27889,-0.890833,-0.124639,-0.129088,-0.515154,-0.024377,-0.159553,-0.737707,-0.051892,-0.175392,-0.867934,-0.082623,-0.18549,-0.976667,-0.108236,-0.047954,-0.514586,-0.040524,-0.076839,-0.723613,-0.065961,-0.096054,-0.846851,-0.092013,-0.112487,-0.949048,-0.112534,0.038878,-0.479976,-0.06363,0.017881,-0.654372,-0.083873,-0.002567,-0.755458,-0.096913,-0.01965,-0.844495,-0.107791
YES,0.0,0.0,0.0,-0.158594,-0.056062,-0.057413,-0.27759,-0.18988,-0.084212,-0.34197,-0.336368,-0.10825,-0.389167,-0.451857,-0.130305,-0.20473,-0.47246,-0.026448,-0.252647,-0.666382,-0.063371,-0.274908,-0.781872,-0.10072,-0.288861,-0.889787,-0.130629,-0.124529,-0.511789,-0.027336,-0.154859,-0.724536,-0.055796,-0.17263,-0.856767,-0.087258,-0.185484,-0.976076,-0.113452,-0.045237,-0.503936,-0.038674,-0.068536,-0.701191,-0.067956,-0.089463,-0.827691,-0.097144,-0.110043,-0.939237,-0.119242,0.038038,-0.459862,-0.056948,0.020296,-0.623594,-0.084346,-0.000814,-0.723642,-0.102342,-0.021348,-0.815907,-0.115754
YES,0.0,0.0,0.0,-0.155957,-0.031752,-0.087595,-0.280218,-0.144643,-0.141794,-0.348385,-0.279232,-0.186313,-0.378322,-0.418702,-0.230051,-0.190453,-0.395556,-0.113381,-0.245552,-0.611707,-0.182724,-0.27825,-0.754696,-0.23383,-0.298475,-0.875661,-0.268709,-0.091725,-0.440686,-0.105812,-0.117416,-0.677094,-0.159409,-0.144345,-0.831341,-0.19805,-0.166947,-0.959555,-0.226676,-0.001065,-0.437565,-0.106955,-0.013072,-0.661092,-0.150785,-0.035646,-0.79897,-0.176756,-0.059684,-0.912021,-0.195151,0.083554,-0.398217,-0.116229,0.077986,-0.568638,-0.155925,0.05551,-0.674486,-0.173111,0.025188,-0.761766,-0.182769
YES,0.0,0.0,0.0,-0.281967,0.051453,-0.181762,-0.531997,-0.115304,-0.292013,-0.665512,-0.267393,-0.381245,-0.781361,-0.434087,-0.448379,-0.389596,-0.551387,-0.243592,-0.355514,-0.384277,-0.391376,-0.303711,-0.118205,-0.462121,-0.241646,-0.013309,-0.496171,-0.164667,-0.622658,-0.221462,-0.061841,-0.347504,-0.347007,-0.04772,-0.095143,-0.367673,-0.02943,-0.030328,-0.375388,0.025402,-0.617487,-0.217442,0.132407,-0.351996,-0.361532,0.123074,-0.132558,-0.346911,0.117496,-0.085159,-0.316315,0.191368,-0.588413,-0.228776,0.266862,-0.484258,-0.324426,0.255023,-0.327228,-0.306257,0.243704,-0.269651,-0.276187
YES,0.0,0.0,0.0,-0.265663,0.087073,-0.177652,-0.514346,0.023117,-0.31041,-0.671712,-0.053842,-0.429318,-0.827214,-0.148727,-0.541846,-0.337235,-0.339159,-0.307366,-0.301433,-0.085466,-0.527324,-0.228221,0.216772,-0.681572,-0.147926,0.458877,-0.757063,-0.069522,-0.383793,-0.311512,0.044614,-0.097736,-0.515416,0.153624,0.152009,-0.615663,0.231837,0.360302,-0.668253,0.16066,-0.373396,-0.327276,0.285774,-0.117,-0.543004,0.391529,0.093881,-0.59065,0.449682,0.254718,-0.586482,0.338055,-0.334582,-0.352532,0.458983,-0.205082,-0.502956,0.558765,-0.089269,-0.510364,0.626591,0.013474,-0.489912
YES,0.0,0.0,0.0,-0.263302,0.08118,-0.167557,-0.501683,0.01239,-0.298625,-0.660073,-0.06488,-0.417428,-0.835806,-0.131639,-0.533009,-0.347664,-0.354886,-0.290556,-0.315574,-0.100153,-0.511179,-0.244598,0.196549,-0.67326,-0.165339,0.43764,-0.755125,-0.083565,-0.389216,-0.300891,0.01492,-0.137331,-0.493817,0.11847,0.087431,-0.59807,0.202207,0.275136,-0.657234,0.147661,-0.363534,-0.323668,0.26379,-0.141728,-0.5278,0.37805,0.034391,-0.584952,0.455626,0.164088,-0.59192,0.333798,-0.310891,-0.355242,0.442151,-0.185931,-0.492767,0.539843,-0.100665,-0.504586,0.612722,-0.031377,-0.492452
YES,0.0,0.0,0.0,-0.268682,0.055503,-0.169524,-0.528703,-0.069119,-0.287806,-0.682644,-0.214766,-0.379921,-0.813212,-0.371324,-0.448113,-0.404917,-0.576867,-0.282566,-0.419465,-0.442284,-0.427454,-0.376906,-0.175219,-0.486617,-0.32278,-0.095249,-0.515057,-0.171975,-0.69944,-0.260548,-0.100701,-0.40396,-0.377708,-0.091468,-0.141501,-0.378894,-0.080862,-0.102129,-0.377436,0.029793,-0.738113,-0.251276,0.111014,-0.433306,-0.376188,0.090274,-0.212342,-0.339913,0.076744,-0.180293,-0.303794,0.204741,-0.743852,-0.256358,0.267428,-0.5356,-0.339167,0.236634,-0.336613,-0.314421,0.207774,-0.292734,-0.282284
YES,0.0,0.0,0.0,-0.148106,-0.036607,-0.085336,-0.271829,-0.148723,-0.140544,-0.34207,-0.277838,-0.187257,-0.375016,-0.415963,-0.233618,-0.192912,-0.407226,-0.103813,-0.245556,-0.608698,-0.174784,-0.275984,-0.744868,-0.229063,-0.294521,-0.862243,-0.266745,-0.087211,-0.45034,-0.101577,-0.106537,-0.674859,-0.157544,-0.125843,-0.827948,-0.20074,-0.141415,-0.962132,-0.233031,0.010048,-0.439285,-0.108777,0.004655,-0.651078,-0.157676,-0.010524,-0.785993,-0.185908,-0.028023,-0.902585,-0.205852,0.102434,-0.387562,-0.123722,0.109314,-0.551737,-0.167264,0.099934,-0.653916,-0.183412,0.083271,-0.739786,-0.192311
YES,0.0,0.0,0.0,-0.149948,-0.064785,-0.066377,-0.257069,-0.205842,-0.099867,-0.302927,-0.350642,-0.128874,-0.325548,-0.479802,-0.155191,-0.176344,-0.468765,-0.044437,-0.21699,-0.660493,-0.090766,-0.234788,-0.778734,-0.131851,-0.24391,-0.887864,-0.163212,-0.092694,-0.502979,-0.044368,-0.106506,-0.719357,-0.082859,-0.113874,-0.857423,-0.117144,-0.117573,-0.982674,-0.143278,-0.014303,-0.488726,-0.055033,-0.02329,-0.689866,-0.092003,-0.032103,-0.817878,-0.120633,-0.039915,-0.931507,-0.140618,0.065676,-0.436169,-0.073062,0.058363,-0.597255,-0.105986,0.0473,-0.698243,-0.123644,0.036442,-0.791103,-0.13537
YES,0.0,0.0,0.0,-0.15737,-0.061989,-0.063969,-0.276007,-0.199572,-0.09481,-0.324079,-0.353675,-0.122638,-0.33619,-0.48637,-0.147673,-0.190797,-0.46957,-0.036653,-0.234117,-0.665311,-0.082787,-0.254219,-0.783755,-0.124991,-0.26648,-0.89033,-0.156324,-0.107435,-0.507065,-0.036101,-0.129537,-0.730464,-0.071752,-0.141754,-0.864144,-0.104047,-0.149455,-0.980235,-0.129628,-0.026293,-0.503842,-0.047047,-0.048396,-0.708656,-0.079437,-0.061872,-0.835561,-0.105207,-0.073266,-0.943852,-0.124178,0.05834,-0.464075,-0.065994,0.042311,-0.63668,-0.092524,0.026942,-0.736856,-0.106662,0.013239,-0.823219,-0.116867
YES,0.0,0.0,0.0,-0.150986,-0.059675,-0.072426,-0.265362,-0.191191,-0.109383,-0.319006,-0.341068,-0.141047,-0.34276,-0.471328,-0.168771,-0.194543,-0.470609,-0.047466,-0.241749,-0.662291,-0.093678,-0.264037,-0.778282,-0.135434,-0.277328,-0.885625,-0.167341,-0.110779,-0.511325,-0.042338,-0.132519,-0.724116,-0.079645,-0.142534,-0.857821,-0.113087,-0.1475,-0.979202,-0.139313,-0.031351,-0.503237,-0.04859,-0.04802,-0.697706,-0.084225,-0.06228,-0.822107,-0.113886,-0.07556,-0.932354,-0.135036,0.051351,-0.456035,-0.062771,0.037814,-0.614009,-0.09386,0.021132,-0.710836,-0.112268,0.004682,-0.799052,-0.12495
YES,0.0,0.0,0.0,-0.141932,-0.067298,-0.068348,-0.244868,-0.217795,-0.109982,-0.285924,-0.362739,-0.146722,-0.301495,-0.500728,-0.183284,-0.135908,-0.453702,-0.072214,-0.160987,-0.643693,-0.130752,-0.179766,-0.761565,-0.178549,-0.197371,-0.864053,-0.212265,-0.039426,-0.475324,-0.07456,-0.032459,-0.69808,-0.122144,-0.043959,-0.849835,-0.163393,-0.060384,-0.979062,-0.194402,0.045879,-0.447727,-0.085867,0.055192,-0.658472,-0.128168,0.042316,-0.790494,-0.159951,0.021057,-0.899829,-0.182055,0.124133,-0.381706,-0.103734,0.138083,-0.54904,-0.142072,0.127747,-0.658541,-0.162569,0.104847,-0.753123,-0.175691
YES,0.0,0.0,0.0,-0.269085,-0.004449,-0.188624,-0.507264,-0.194989,-0.297996,-0.605865,-0.410248,-0.385598,-0.627944,-0.637301,-0.446692,-0.304813,-0.66607,-0.228334,-0.26695,-0.566653,-0.373681,-0.224575,-0.281719,-0.436602,-0.170488,-0.135898,-0.46211,-0.081702,-0.746622,-0.197014,0.004148,-0.485525,-0.318106,0.005058,-0.206244,-0.331573,0.013176,-0.130115,-0.332072,0.10177,-0.742343,-0.187316,0.188998,-0.509017,-0.329321,0.159986,-0.272923,-0.311193,0.138469,-0.207617,-0.275931,0.257334,-0.705103,-0.193212,0.323237,-0.638684,-0.29107,0.300568,-0.464808,-0.273422,0.276029,-0.391309,-0.239579
YES,0.0,0.0,0.0,-0.170757,0.066927,-0.210663,-0.323987,-0.016352,-0.370042,-0.379722,-0.047923,-0.51009,-0.303786,-0.148929,-0.652644,-0.207619,-0.559355,-0.3754,-0.084729,-0.220254,-0.603352,0.019281,0.097925,-0.772404,0.114807,0.351074,-0.869035,-0.068929,-0.648805,-0.377267,0.17152,-0.344465,-0.600762,0.379184,2.2e-05,-0.720505,0.540221,0.31207,-0.78152,0.050859,-0.594599,-0.388175,0.271933,-0.337867,-0.617933,0.464045,-0.051314,-0.684768,0.600541,0.165331,-0.69259,0.117344,-0.446837,-0.409488,0.244604,-0.35218,-0.563726,0.375995,-0.197814,-0.572973,0.494099,-0.040591,-0.555189
YES,0.0,0.0,0.0,-0.287062,0.043036,-0.242532,-0.536025,-0.067719,-0.412797,-0.638186,-0.171172,-0.554707,-0.654859,-0.316948,-0.686078,-0.300396,-0.613875,-0.350601,-0.173839,-0.289588,-0.558628,-0.098399,-0.043704,-0.713824,-0.024163,0.146215,-0.80706,-0.043744,-0.638055,-0.328677,0.117811,-0.353268,-0.520225,0.22387,-0.130453,-0.631142,0.322217,0.070203,-0.699877,0.172159,-0.567556,-0.32274,0.334549,-0.3627,-0.510151,0.442187,-0.219892,-0.57766,0.533084,-0.109147,-0.602771,0.336615,-0.441378,-0.333742,0.506374,-0.364626,-0.464966,0.624442,-0.301125,-0.491745,0.733575,-0.250643,-0.496209
YES,0.0,0.0,0.0,-0.260127,-0.018861,-0.138243,-0.488815,-0.214703,-0.233913,-0.590108,-0.432141,-0.322803,-0.63832,-0.66162,-0.393455,-0.292976,-0.611979,-0.153236,-0.298784,-0.769256,-0.293961,-0.248988,-0.536122,-0.362766,-0.196918,-0.412514,-0.394499,-0.08943,-0.675495,-0.151646,-0.072432,-0.829614,-0.278365,-0.041015,-0.563366,-0.297624,-0.01766,-0.464937,-0.29626,0.086918,-0.698805,-0.171772,0.092641,-0.878109,-0.291492,0.100417,-0.636279,-0.249642,0.108929,-0.537957,-0.204527,0.247145,-0.691559,-0.205304,0.251788,-0.839921,-0.276733,0.249132,-0.657201,-0.238248,0.249457,-0.556493,-0.197818
YES,0.0,0.0,0.0,-0.159141,-0.077454,-0.065086,-0.273118,-0.244513,-0.100499,-0.319732,-0.404504,-0.132175,-0.334698,-0.549422,-0.163383,-0.154942,-0.46148,-0.057189,-0.180851,-0.644397,-0.11064,-0.196259,-0.766327,-0.156619,-0.205511,-0.874376,-0.190889,-0.047425,-0.489817,-0.0603,-0.038035,-0.705512,-0.101325,-0.044516,-0.853126,-0.13754,-0.051376,-0.984624,-0.166963,0.048328,-0.468423,-0.073217,0.067578,-0.67114,-0.111675,0.063808,-0.801161,-0.137331,0.052968,-0.919296,-0.156632,0.13526,-0.405374,-0.09312,0.160323,-0.561165,-0.126511,0.159999,-0.659758,-0.139878,0.148026,-0.748425,-0.149242
YES,0.0,0.0,0.0,-0.150149,-0.072326,-0.061333,-0.253843,-0.230355,-0.090838,-0.287411,-0.382175,-0.116511,-0.308633,-0.509864,-0.140492,-0.160185,-0.476408,-0.042329,-0.191045,-0.669037,-0.085899,-0.203448,-0.787272,-0.125093,-0.207665,-0.894267,-0.154998,-0.075093,-0.504928,-0.043684,-0.07912,-0.72482,-0.079102,-0.081673,-0.864451,-0.111744,-0.080084,-0.987294,-0.13725,0.002885,-0.486884,-0.054929,0.002423,-0.689325,-0.088395,-0.001797,-0.818347,-0.115735,-0.00425,-0.929061,-0.135571,0.080976,-0.430515,-0.073159,0.080925,-0.595506,-0.102882,0.074632,-0.699156,-0.119057,0.06945,-0.791495,-0.130414
YES,0.0,0.0,0.0,-0.147924,-0.083653,-0.055724,-0.258851,-0.226488,-0.086013,-0.303867,-0.381215,-0.116295,-0.323476,-0.516351,-0.144198,-0.168232,-0.490683,-0.026592,-0.219278,-0.679743,-0.07461,-0.245667,-0.790247,-0.119487,-0.264188,-0.891369,-0.152154,-0.088263,-0.528172,-0.031405,-0.110417,-0.747219,-0.065839,-0.119369,-0.876797,-0.096765,-0.12576,-0.984567,-0.121709,-0.00951,-0.522072,-0.048016,-0.032265,-0.72598,-0.080703,-0.041374,-0.849636,-0.105165,-0.049287,-0.952127,-0.122888,0.07414,-0.477158,-0.072356,0.058254,-0.647176,-0.098816,0.044228,-0.750134,-0.111857,0.0315,-0.839281,-0.121329
YES,0.0,0.0,0.0,-0.16407,-0.071072,-0.056259,-0.278485,-0.217018,-0.080892,-0.323164,-0.380033,-0.104144,-0.350003,-0.517091,-0.125026,-0.196749,-0.47395,-0.017873,-0.248023,-0.667675,-0.055132,-0.274504,-0.783937,-0.092167,-0.293774,-0.891677,-0.120975,-0.110166,-0.513233,-0.01996,-0.135924,-0.73299,-0.049639,-0.150265,-0.866584,-0.080454,-0.161685,-0.981193,-0.105446,-0.02728,-0.508319,-0.033474,-0.046698,-0.71069,-0.062078,-0.060771,-0.83629,-0.088298,-0.075448,-0.944276,-0.107596,0.058527,-0.467243,-0.054259,0.041843,-0.64054,-0.07773,0.024518,-0.745934,-0.091819,0.008739,-0.839094,-0.102378
YES,0.0,0.0,0.0,-0.150885,-0.070908,-0.065381,-0.258303,-0.215407,-0.098827,-0.304743,-0.365129,-0.128647,-0.331936,-0.494265,-0.15587,-0.18137,-0.471751,-0.039736,-0.226148,-0.662026,-0.085239,-0.248283,-0.777764,-0.126781,-0.261421,-0.884948,-0.158408,-0.097026,-0.510763,-0.039163,-0.113834,-0.72417,-0.07691,-0.123959,-0.859736,-0.112284,-0.128964,-0.981738,-0.139852,-0.019463,-0.499903,-0.049343,-0.027232,-0.696461,-0.08554,-0.038917,-0.821227,-0.11554,-0.050663,-0.929174,-0.136668,0.058734,-0.450782,-0.0668,0.053168,-0.611132,-0.097464,0.039906,-0.712549,-0.114973,0.026116,-0.803235,-0.127147
YES,0.0,0.0,0.0,-0.182718,-0.078788,-0.067641,-0.314339,-0.26914,-0.099865,-0.370531,-0.44937,-0.129747,-0.393046,-0.606728,-0.156214,-0.169173,-0.522964,-0.017285,-0.201844,-0.697149,-0.067311,-0.224525,-0.769168,-0.117658,-0.243919,-0.823932,-0.152185,-0.051187,-0.561383,-0.018405,-0.050451,-0.786894,-0.045355,-0.065348,-0.902452,-0.078172,-0.080871,-0.990982,-0.10684,0.052457,-0.548599,-0.034529,0.069861,-0.767644,-0.067119,0.057067,-0.889927,-0.093852,0.037031,-0.989108,-0.114821,0.150085,-0.490999,-0.058666,0.16221,-0.655106,-0.086299,0.145907,-0.739142,-0.097326,0.115402,-0.807378,-0.106458
YES,0.0,0.0,0.0,-0.269455,0.00593,-0.199118,-0.498748,-0.177012,-0.317549,-0.610128,-0.353791,-0.406884,-0.669284,-0.576761,-0.468408,-0.298126,-0.662061,-0.266675,-0.226052,-0.312973,-0.396017,-0.225143,-0.122789,-0.446695,-0.225883,-0.113386,-0.475328,-0.07598,-0.698985,-0.235384,0.029964,-0.269151,-0.358678,0.001923,-0.067362,-0.370663,-0.0096,-0.062085,-0.376403,0.114447,-0.648135,-0.220844,0.211709,-0.288905,-0.367807,0.169326,-0.11153,-0.354896,0.136275,-0.101011,-0.32686,0.272186,-0.559661,-0.222333,0.373549,-0.405318,-0.332936,0.350949,-0.316237,-0.331633,0.320556,-0.321561,-0.312527
YES,0.0,0.0,0.0,-0.25663,0.024932,-0.213262,-0.472019,-0.104273,-0.363388,-0.580235,-0.233313,-0.486993,-0.688197,-0.411697,-0.597403,-0.303951,-0.692097,-0.298903,-0.220873,-0.372765,-0.490912,-0.133641,-0.112173,-0.629265,-0.048202,0.056497,-0.708784,-0.047148,-0.712959,-0.283493,0.082105,-0.405247,-0.454526,0.163632,-0.178733,-0.549118,0.238727,0.002093,-0.607621,0.171025,-0.637373,-0.285131,0.310188,-0.423497,-0.466177,0.416312,-0.286651,-0.531827,0.506654,-0.174229,-0.554283,0.346514,-0.519789,-0.300837,0.480498,-0.435682,-0.440645,0.563672,-0.339897,-0.475344,0.63615,-0.256886,-0.480927
YES,0.0,0.0,0.0,-0.260141,0.031296,-0.209384,-0.48272,-0.089944,-0.356325,-0.595877,-0.208907,-0.48135,-0.709829,-0.377469,-0.594693,-0.319313,-0.639912,-0.302588,-0.266299,-0.390194,-0.502139,-0.179928,-0.117055,-0.64333,-0.09296,0.086661,-0.718562,-0.053879,-0.652886,-0.289495,0.049984,-0.376412,-0.479072,0.143798,-0.133904,-0.586461,0.219853,0.080864,-0.645335,0.170663,-0.572928,-0.2919,0.286222,-0.361939,-0.492728,0.390295,-0.190809,-0.566676,0.469853,-0.042015,-0.5844,0.342471,-0.459054,-0.306375,0.477594,-0.385825,-0.456044,0.562209,-0.281483,-0.493047,0.627066,-0.181009,-0.495245
YES,0.0,0.0,0.0,-0.256083,0.016799,-0.162393,-0.480529,-0.172124,-0.264387,-0.612676,-0.357739,-0.348947,-0.729961,-0.54218,-0.416172,-0.33078,-0.615167,-0.193437,-0.282367,-0.421467,-0.330622,-0.261408,-0.221179,-0.417778,-0.227958,-0.141567,-0.46826,-0.115956,-0.644697,-0.180613,-0.027371,-0.429282,-0.299037,-0.018175,-0.235198,-0.333719,0.011571,-0.163366,-0.350974,0.06775,-0.596807,-0.185623,0.16544,-0.406256,-0.316775,0.14896,-0.226988,-0.308305,0.144105,-0.161816,-0.282286,0.22993,-0.52275,-0.204714,0.307406,-0.476677,-0.293158,0.293982,-0.378326,-0.277733,0.285158,-0.341339,-0.250036
YES,0.0,0.0,0.0,-0.155309,-0.076464,-0.059308,-0.265138,-0.236378,-0.091775,-0.323423,-0.388296,-0.121505,-0.378196,-0.509659,-0.151536,-0.169259,-0.474487,-0.044481,-0.211805,-0.663047,-0.092546,-0.234361,-0.784646,-0.136464,-0.250536,-0.895472,-0.169518,-0.076616,-0.500357,-0.048896,-0.083944,-0.711254,-0.088483,-0.095836,-0.854485,-0.126924,-0.106577,-0.981841,-0.156935,0.008986,-0.475891,-0.062544,0.011627,-0.67313,-0.099115,0.0003,-0.798622,-0.127777,-0.015212,-0.908601,-0.148622,0.090241,-0.414793,-0.082683,0.100375,-0.5717,-0.112656,0.093064,-0.670134,-0.126887,0.080492,-0.758559,-0.136988
NO,0.0,0.0,0.0,-0.103903,-0.052788,-0.056227,-0.203689,-0.215655,-0.096888,-0.178286,-0.353278,-0.134213,-0.085122,-0.409038,-0.166516,-0.13438,-0.466889,-0.070715,-0.186542,-0.676971,-0.151499,-0.229391,-0.816832,-0.201225,-0.25638,-0.936953,-0.237462,-0.028635,-0.458893,-0.080415,-0.083645,-0.572451,-0.175552,-0.112769,-0.421078,-0.188223,-0.085016,-0.343858,-0.17793,0.064703,-0.41018,-0.09989,0.009281,-0.454,-0.18448,-0.027708,-0.310937,-0.148443,0.005053,-0.269269,-0.106759,0.156169,-0.334954,-0.125869,0.093217,-0.370051,-0.174468,0.056589,-0.26641,-0.144757,0.083281,-0.235691,-0.113128
NO,0.0,0.0,0.0,-0.115007,-0.092677,-0.066589,-0.215379,-0.239302,-0.112156,-0.210212,-0.388869,-0.158087,-0.126962,-0.456954,-0.198202,-0.166619,-0.490239,-0.053224,-0.219637,-0.705175,-0.124625,-0.251962,-0.83362,-0.164096,-0.271488,-0.943268,-0.191152,-0.063767,-0.495557,-0.058587,-0.110796,-0.607072,-0.158422,-0.123501,-0.454803,-0.179237,-0.116564,-0.352517,-0.169358,0.035245,-0.463903,-0.074927,-0.020926,-0.486047,-0.173557,-0.044991,-0.322704,-0.157037,-0.036664,-0.242125,-0.119088,0.128266,-0.404237,-0.097861,0.066014,-0.41904,-0.156393,0.041693,-0.30773,-0.142765,0.054539,-0.253891,-0.117582
NO,0.0,0.0,0.0,-0.115947,-0.079503,-0.081285,-0.224294,-0.219421,-0.136579,-0.226942,-0.370973,-0.189555,-0.142472,-0.460045,-0.235266,-0.188426,-0.494331,-0.058967,-0.251689,-0.70307,-0.13422,-0.287781,-0.824763,-0.174556,-0.306035,-0.930308,-0.202164,-0.082175,-0.504879,-0.05855,-0.133901,-0.606961,-0.167281,-0.136866,-0.425258,-0.188606,-0.117476,-0.313521,-0.175285,0.018761,-0.477193,-0.071407,-0.039011,-0.502853,-0.178827,-0.060028,-0.322949,-0.162431,-0.046719,-0.242762,-0.121493,0.114374,-0.423569,-0.091564,0.048076,-0.438838,-0.158536,0.024136,-0.31508,-0.14797,0.03937,-0.261355,-0.122427
NO,0.0,0.0,0.0,-0.114291,-0.081237,-0.076932,-0.208721,-0.223637,-0.132172,-0.202598,-0.368854,-0.18795,-0.111112,-0.435634,-0.237229,-0.151472,-0.498641,-0.065767,-0.15125,-0.741133,-0.142996,-0.129336,-0.864825,-0.186497,-0.100636,-0.970919,-0.217228,-0.051867,-0.493766,-0.069041,-0.09202,-0.565143,-0.182051,-0.101676,-0.390705,-0.202139,-0.091974,-0.297924,-0.190509,0.043447,-0.457843,-0.084848,-0.005983,-0.474776,-0.189616,-0.026487,-0.302699,-0.165606,-0.017686,-0.234495,-0.122863,0.134594,-0.400181,-0.109223,0.082786,-0.410989,-0.174058,0.060896,-0.296656,-0.159676,0.072984,-0.256168,-0.13281
